SOAP.k25.C1045664	SOAP.k25.C1045664^POLX_TOBAC
Velvet.k45.NODE_182062_length_94_cov_1.042553	Velvet.k45.NODE_182062_length_94_cov_1.042553^RAH1B_ARATH
Velvet.k45.NODE_1827384_length_182_cov_1.104396	Velvet.k45.NODE_1827384_length_182_cov_1.104396^PE192_ARATH
Velvet.k45.NODE_182798_length_75_cov_1.000000	Velvet.k45.NODE_182798_length_75_cov_1.000000^SYDC1_ARATH
Velvet.k45.NODE_182801_length_140_cov_1.164286	Velvet.k45.NODE_182801_length_140_cov_1.164286^ALG8_ARATH
Velvet.k45.NODE_1834030_length_380_cov_70.800003	Velvet.k45.NODE_1834030_length_380_cov_70.800003^GID8_ARATH
Velvet.k45.NODE_183519_length_105_cov_1.000000	Velvet.k45.NODE_183519_length_105_cov_1.000000^COL15_ARATH
Velvet.k45.NODE_183708_length_102_cov_1.000000	Velvet.k45.NODE_183708_length_102_cov_1.000000^SKP2B_ARATH
Velvet.k45.NODE_184390_length_100_cov_1.000000	Velvet.k45.NODE_184390_length_100_cov_1.000000^PGKY3_ARATH
Velvet.k45.NODE_184468_length_235_cov_1.021277	Velvet.k45.NODE_184468_length_235_cov_1.021277^TO401_ARATH
Velvet.k45.NODE_1845006_length_104_cov_1.000000	Velvet.k45.NODE_1845006_length_104_cov_1.000000^ATXR3_ARATH
Velvet.k45.NODE_1860149_length_158_cov_1.006329	Velvet.k45.NODE_1860149_length_158_cov_1.006329^CHMP1_ORYSJ
Velvet.k45.NODE_186194_length_100_cov_1.000000	Velvet.k45.NODE_186194_length_100_cov_1.000000^CRSP_ARATH
Velvet.k45.NODE_1869384_length_393_cov_13.391857	Velvet.k45.NODE_1869384_length_393_cov_13.391857^ABA_WDS
Velvet.k45.NODE_1870655_length_70_cov_1.000000	Velvet.k45.NODE_1870655_length_70_cov_1.000000^C71B2_ARATH
Velvet.k45.NODE_1872002_length_295_cov_8.328814	Velvet.k45.NODE_1872002_length_295_cov_8.328814^Alginate_lyase2
Velvet.k45.NODE_1872158_length_99_cov_1.000000	Velvet.k45.NODE_1872158_length_99_cov_1.000000^SYP81_ARATH
Velvet.k45.NODE_187641_length_62_cov_1.000000	Velvet.k45.NODE_187641_length_62_cov_1.000000^BAS1_ORYSJ
Velvet.k45.NODE_187683_length_105_cov_1.095238	Velvet.k45.NODE_187683_length_105_cov_1.095238^CFI3_ARATH
Velvet.k45.NODE_1877527_length_105_cov_1.000000	Velvet.k45.NODE_1877527_length_105_cov_1.000000^UBC2_MEDSA
Velvet.k45.NODE_187796_length_106_cov_1.075472	Velvet.k45.NODE_187796_length_106_cov_1.075472^GCSP_PEA
Velvet.k45.NODE_187872_length_76_cov_1.039474	Velvet.k45.NODE_187872_length_76_cov_1.039474^SSG1B_HORVU
Velvet.k45.NODE_1878964_length_77_cov_1.000000	Velvet.k45.NODE_1878964_length_77_cov_1.000000^ADH1_PEA
Velvet.k45.NODE_1880070_length_95_cov_1.000000	Velvet.k45.NODE_1880070_length_95_cov_1.000000^AGO6_ARATH
Velvet.k45.NODE_1880908_length_98_cov_1.000000	Velvet.k45.NODE_1880908_length_98_cov_1.000000^MOB1A_ARATH
Velvet.k45.NODE_1882567_length_96_cov_1.166667	Velvet.k45.NODE_1882567_length_96_cov_1.166667^ADH3_HORVU
Velvet.k45.NODE_1884969_length_347_cov_6.331412	Velvet.k45.NODE_1884969_length_347_cov_6.331412^SC15A_ARATH^Sec15_C
Velvet.k45.NODE_1885074_length_84_cov_1.000000	Velvet.k45.NODE_1885074_length_84_cov_1.000000^DEXH3_ARATH
Velvet.k45.NODE_1886484_length_85_cov_1.141176	Velvet.k45.NODE_1886484_length_85_cov_1.141176^HBP1C_WHEAT
Velvet.k45.NODE_1886733_length_90_cov_1.000000	Velvet.k45.NODE_1886733_length_90_cov_1.000000^RUBB_PEA
Velvet.k45.NODE_1888232_length_178_cov_1.134831	Velvet.k45.NODE_1888232_length_178_cov_1.134831^SAP8_ORYSI
Velvet.k45.NODE_1889662_length_62_cov_1.274194	Velvet.k45.NODE_1889662_length_62_cov_1.274194^LPA3_ARATH
Velvet.k45.NODE_189035_length_111_cov_1.054054	Velvet.k45.NODE_189035_length_111_cov_1.054054^ELOF1_ORYSJ
Velvet.k45.NODE_1891340_length_97_cov_1.000000	Velvet.k45.NODE_1891340_length_97_cov_1.000000^TIR1_ARATH
Velvet.k45.NODE_1891895_length_101_cov_1.000000	Velvet.k45.NODE_1891895_length_101_cov_1.000000^SYLC_ARATH
Velvet.k45.NODE_1892050_length_161_cov_1.080745	Velvet.k45.NODE_1892050_length_161_cov_1.080745^IAA27_ARATH
Velvet.k45.NODE_1892422_length_107_cov_1.299065	Velvet.k45.NODE_1892422_length_107_cov_1.299065^VSR1_PEA
Velvet.k45.NODE_1893317_length_91_cov_1.000000	Velvet.k45.NODE_1893317_length_91_cov_1.000000^SBT25_ARATH
Velvet.k45.NODE_1893715_length_181_cov_1.071823	Velvet.k45.NODE_1893715_length_181_cov_1.071823^VPE1_PHAVU
Velvet.k45.NODE_1893912_length_133_cov_8.917294	Velvet.k45.NODE_1893912_length_133_cov_8.917294^COPI_RUBGE
Velvet.k45.NODE_1894574_length_102_cov_1.166667	Velvet.k45.NODE_1894574_length_102_cov_1.166667^XCT_ARATH
Velvet.k45.NODE_1895751_length_69_cov_1.000000	Velvet.k45.NODE_1895751_length_69_cov_1.000000^NFD6_ARATH
Velvet.k45.NODE_1896004_length_99_cov_1.000000	Velvet.k45.NODE_1896004_length_99_cov_1.000000^CAF1I_ARATH
Velvet.k45.NODE_1896572_length_99_cov_1.000000	Velvet.k45.NODE_1896572_length_99_cov_1.000000^PSA7_CICAR
Velvet.k45.NODE_1897130_length_68_cov_1.000000	Velvet.k45.NODE_1897130_length_68_cov_1.000000^CALM_WHEAT
Velvet.k45.NODE_189721_length_104_cov_1.096154	Velvet.k45.NODE_189721_length_104_cov_1.096154^MTND3_ARATH
Velvet.k45.NODE_1897747_length_73_cov_1.095890	Velvet.k45.NODE_1897747_length_73_cov_1.095890^CSK21_ARATH
Velvet.k45.NODE_1898107_length_98_cov_1.000000	Velvet.k45.NODE_1898107_length_98_cov_1.000000^PIP12_ARATH
Velvet.k45.NODE_1898467_length_82_cov_1.000000	Velvet.k45.NODE_1898467_length_82_cov_1.000000^PRAF1_ARATH
Velvet.k45.NODE_189847_length_96_cov_1.000000	Velvet.k45.NODE_189847_length_96_cov_1.000000^B3GTB_ARATH
Velvet.k45.NODE_1898916_length_97_cov_1.000000	Velvet.k45.NODE_1898916_length_97_cov_1.000000^Y1130_ARATH
Velvet.k45.NODE_189987_length_91_cov_1.000000	Velvet.k45.NODE_189987_length_91_cov_1.000000^VCL1_ARATH
Velvet.k45.NODE_1899983_length_105_cov_1.000000	Velvet.k45.NODE_1899983_length_105_cov_1.000000^MGN_EUPLA
Velvet.k45.NODE_1900715_length_101_cov_1.000000	Velvet.k45.NODE_1900715_length_101_cov_1.000000^CLPB1_ORYSJ
Velvet.k45.NODE_1903867_length_235_cov_8.642553	Velvet.k45.NODE_1903867_length_235_cov_8.642553^SKI25_ARATH
Velvet.k45.NODE_1904428_length_108_cov_1.046296	Velvet.k45.NODE_1904428_length_108_cov_1.046296^EF1G_PRUAV
Velvet.k45.NODE_1904975_length_104_cov_1.028846	Velvet.k45.NODE_1904975_length_104_cov_1.028846^RL7A1_ORYSJ
Velvet.k45.NODE_1905451_length_92_cov_1.000000	Velvet.k45.NODE_1905451_length_92_cov_1.000000^RH7_ARATH
Velvet.k45.NODE_1905644_length_91_cov_1.065934	Velvet.k45.NODE_1905644_length_91_cov_1.065934^R23A1_ARATH
Velvet.k45.NODE_1905699_length_102_cov_1.000000	Velvet.k45.NODE_1905699_length_102_cov_1.000000^PSE1_ARATH
Velvet.k45.NODE_1905957_length_91_cov_1.000000	Velvet.k45.NODE_1905957_length_91_cov_1.000000^P4KG5_ARATH
Velvet.k45.NODE_1906427_length_104_cov_1.000000	Velvet.k45.NODE_1906427_length_104_cov_1.000000^LGUL_BRAOG
Velvet.k45.NODE_190701_length_120_cov_1.108333	Velvet.k45.NODE_190701_length_120_cov_1.108333^DECR2_ARATH
Velvet.k45.NODE_190714_length_103_cov_1.000000	Velvet.k45.NODE_190714_length_103_cov_1.000000^MYST1_ARATH
Velvet.k45.NODE_1908275_length_102_cov_1.000000	Velvet.k45.NODE_1908275_length_102_cov_1.000000^LACS6_ARATH
Velvet.k45.NODE_190833_length_105_cov_1.019048	Velvet.k45.NODE_190833_length_105_cov_1.019048^RS3A_CICAR
Velvet.k45.NODE_1908754_length_91_cov_1.000000	Velvet.k45.NODE_1908754_length_91_cov_1.000000^CBPX_PEA
Velvet.k45.NODE_190883_length_93_cov_1.000000	Velvet.k45.NODE_190883_length_93_cov_1.000000^CSPL4_VITVI
Velvet.k45.NODE_1908863_length_96_cov_1.250000	Velvet.k45.NODE_1908863_length_96_cov_1.250000^FRS11_ARATH
Velvet.k45.NODE_190916_length_104_cov_1.000000	Velvet.k45.NODE_190916_length_104_cov_1.000000^RER4_ARATH
Velvet.k45.NODE_1909225_length_91_cov_1.000000	Velvet.k45.NODE_1909225_length_91_cov_1.000000^P2C22_ARATH
Velvet.k45.NODE_190999_length_91_cov_1.065934	Velvet.k45.NODE_190999_length_91_cov_1.065934^UBIQP_EUPEU
Velvet.k45.NODE_1910686_length_70_cov_1.000000	Velvet.k45.NODE_1910686_length_70_cov_1.000000^U2AFA_ARATH
Velvet.k45.NODE_1910739_length_64_cov_1.000000	Velvet.k45.NODE_1910739_length_64_cov_1.000000^FUT1_PEA
Velvet.k45.NODE_1911169_length_136_cov_1.088235	Velvet.k45.NODE_1911169_length_136_cov_1.088235^AVP_VIGRR
Velvet.k45.NODE_1911231_length_93_cov_1.032258	Velvet.k45.NODE_1911231_length_93_cov_1.032258^DGDG1_LOTJA
Velvet.k45.NODE_1912122_length_92_cov_1.000000	Velvet.k45.NODE_1912122_length_92_cov_1.000000^TLP1_ORYSJ
Velvet.k45.NODE_1913420_length_105_cov_1.000000	Velvet.k45.NODE_1913420_length_105_cov_1.000000^MPPA_SOLTU
Velvet.k45.NODE_1913978_length_104_cov_1.000000	Velvet.k45.NODE_1913978_length_104_cov_1.000000^IF2GL_HUMAN
Velvet.k45.NODE_1915008_length_121_cov_1.090909	Velvet.k45.NODE_1915008_length_121_cov_1.090909^PSA5_SOYBN
Velvet.k45.NODE_1915026_length_103_cov_1.000000	Velvet.k45.NODE_1915026_length_103_cov_1.000000^EF1A1_ARATH
Velvet.k45.NODE_1915168_length_109_cov_1.064220	Velvet.k45.NODE_1915168_length_109_cov_1.064220^OFT39_ARATH
Velvet.k45.NODE_1915345_length_103_cov_1.000000	Velvet.k45.NODE_1915345_length_103_cov_1.000000^SHGR6_ARATH
Velvet.k45.NODE_1915605_length_92_cov_1.000000	Velvet.k45.NODE_1915605_length_92_cov_1.000000^LECS_STYJP
Velvet.k45.NODE_1915671_length_101_cov_1.000000	Velvet.k45.NODE_1915671_length_101_cov_1.000000^FCA_ARATH
Velvet.k45.NODE_1915694_length_81_cov_1.000000	Velvet.k45.NODE_1915694_length_81_cov_1.000000^PKP2_ARATH
Velvet.k45.NODE_1915870_length_352_cov_68.338066	Velvet.k45.NODE_1915870_length_352_cov_68.338066^PPOC_ARATH
Velvet.k45.NODE_1916080_length_96_cov_1.000000	Velvet.k45.NODE_1916080_length_96_cov_1.000000^ALMT9_ARATH
Velvet.k45.NODE_1916702_length_105_cov_1.000000	Velvet.k45.NODE_1916702_length_105_cov_1.000000^CRK17_ARATH
Velvet.k45.NODE_191674_length_103_cov_1.097087	Velvet.k45.NODE_191674_length_103_cov_1.097087^F3GGT_ACTCC
Velvet.k45.NODE_1917105_length_104_cov_1.019231	Velvet.k45.NODE_1917105_length_104_cov_1.019231^F10AL_ARATH
Velvet.k45.NODE_191763_length_90_cov_1.000000	Velvet.k45.NODE_191763_length_90_cov_1.000000^MASY_SOYBN
Velvet.k45.NODE_1917868_length_92_cov_1.000000	Velvet.k45.NODE_1917868_length_92_cov_1.000000^PEPK2_ARATH
Velvet.k45.NODE_1918514_length_96_cov_1.000000	Velvet.k45.NODE_1918514_length_96_cov_1.000000^CATB_MEDTR
Velvet.k45.NODE_1919352_length_95_cov_1.000000	Velvet.k45.NODE_1919352_length_95_cov_1.000000^RH15_ARATH
Velvet.k45.NODE_1920275_length_122_cov_1.032787	Velvet.k45.NODE_1920275_length_122_cov_1.032787^RAH1E_ARATH
Velvet.k45.NODE_1920965_length_64_cov_1.359375	Velvet.k45.NODE_1920965_length_64_cov_1.359375^1433A_HORVU
Velvet.k45.NODE_1921151_length_129_cov_1.139535	Velvet.k45.NODE_1921151_length_129_cov_1.139535^VPE1_PHAVU
Velvet.k45.NODE_1922605_length_85_cov_1.070588	Velvet.k45.NODE_1922605_length_85_cov_1.070588^CCL11_ORYSJ
Velvet.k45.NODE_1922773_length_98_cov_1.000000	Velvet.k45.NODE_1922773_length_98_cov_1.000000^PUM7_ARATH
Velvet.k45.NODE_1923031_length_101_cov_1.000000	Velvet.k45.NODE_1923031_length_101_cov_1.000000^ADH1_ORYSI
Velvet.k45.NODE_1923091_length_110_cov_1.045455	Velvet.k45.NODE_1923091_length_110_cov_1.045455^DI193_ARATH
Velvet.k45.NODE_1923713_length_100_cov_1.000000	Velvet.k45.NODE_1923713_length_100_cov_1.000000^ASD1_ARATH
Velvet.k45.NODE_1923732_length_109_cov_1.082569	Velvet.k45.NODE_1923732_length_109_cov_1.082569^GLRX_RICCO
Velvet.k45.NODE_1924766_length_62_cov_1.000000	Velvet.k45.NODE_1924766_length_62_cov_1.000000^CYT24_CATRO
Velvet.k45.NODE_192504_length_95_cov_1.168421	Velvet.k45.NODE_192504_length_95_cov_1.168421^ARFB_ARATH
Velvet.k45.NODE_1925085_length_104_cov_1.000000	Velvet.k45.NODE_1925085_length_104_cov_1.000000^SUVH2_ARATH
Velvet.k45.NODE_1925135_length_77_cov_1.025974	Velvet.k45.NODE_1925135_length_77_cov_1.025974^NRX11_ORYSJ
Velvet.k45.NODE_1925481_length_60_cov_1.000000	Velvet.k45.NODE_1925481_length_60_cov_1.000000^PKP2_ARATH
Velvet.k45.NODE_1925548_length_119_cov_1.008403	Velvet.k45.NODE_1925548_length_119_cov_1.008403^CYTI_VIGUN
Velvet.k45.NODE_1925824_length_96_cov_1.000000	Velvet.k45.NODE_1925824_length_96_cov_1.000000^HS902_ARATH
Velvet.k45.NODE_1926338_length_102_cov_1.000000	Velvet.k45.NODE_1926338_length_102_cov_1.000000^DXS_CAPAN
Velvet.k45.NODE_1927203_length_92_cov_1.000000	Velvet.k45.NODE_1927203_length_92_cov_1.000000^UAH_ARATH
Velvet.k45.NODE_1927945_length_59_cov_1.000000	Velvet.k45.NODE_1927945_length_59_cov_1.000000^LAX3_ARATH
Velvet.k45.NODE_1928530_length_74_cov_1.000000	Velvet.k45.NODE_1928530_length_74_cov_1.000000^HSP7E_SPIOL
Velvet.k45.NODE_1928537_length_104_cov_1.144231	Velvet.k45.NODE_1928537_length_104_cov_1.144231^NRPC2_ARATH
Velvet.k45.NODE_1928654_length_98_cov_1.000000	Velvet.k45.NODE_1928654_length_98_cov_1.000000^B2DXI_ARATH
Velvet.k45.NODE_1929168_length_106_cov_1.056604	Velvet.k45.NODE_1929168_length_106_cov_1.056604^C3H37_ARATH
Velvet.k45.NODE_1930268_length_65_cov_1.061538	Velvet.k45.NODE_1930268_length_65_cov_1.061538^METE1_ARATH
Velvet.k45.NODE_1930269_length_101_cov_1.000000	Velvet.k45.NODE_1930269_length_101_cov_1.000000^RH58_ARATH
Velvet.k45.NODE_1930367_length_90_cov_1.000000	Velvet.k45.NODE_1930367_length_90_cov_1.000000^EF2_PARKE
Velvet.k45.NODE_193061_length_104_cov_1.009615	Velvet.k45.NODE_193061_length_104_cov_1.009615^MNIF1_ARATH
Velvet.k45.NODE_1930902_length_105_cov_1.000000	Velvet.k45.NODE_1930902_length_105_cov_1.000000^OTU7_ARATH
Velvet.k45.NODE_1930929_length_93_cov_1.053763	Velvet.k45.NODE_1930929_length_93_cov_1.053763^RS92_ARATH
Velvet.k45.NODE_1931226_length_112_cov_1.142857	Velvet.k45.NODE_1931226_length_112_cov_1.142857^HSP72_SOLLC
Velvet.k45.NODE_1931825_length_103_cov_1.000000	Velvet.k45.NODE_1931825_length_103_cov_1.000000^GALK1_ARATH
Velvet.k45.NODE_1932371_length_70_cov_1.057143	Velvet.k45.NODE_1932371_length_70_cov_1.057143^LECS_STYJP
Velvet.k45.NODE_1932569_length_100_cov_1.000000	Velvet.k45.NODE_1932569_length_100_cov_1.000000^QKIL2_ARATH
Velvet.k45.NODE_1932593_length_95_cov_1.000000	Velvet.k45.NODE_1932593_length_95_cov_1.000000^AAP2_ARATH
Velvet.k45.NODE_1932799_length_67_cov_1.000000	Velvet.k45.NODE_1932799_length_67_cov_1.000000^CHLG_ARATH
Velvet.k45.NODE_1932878_length_99_cov_1.000000	Velvet.k45.NODE_1932878_length_99_cov_1.000000^CALS8_ARATH
Velvet.k45.NODE_1933065_length_101_cov_1.000000	Velvet.k45.NODE_1933065_length_101_cov_1.000000^U2A2A_NICPL
Velvet.k45.NODE_1933359_length_89_cov_1.000000	Velvet.k45.NODE_1933359_length_89_cov_1.000000^MT2_MALDO
Velvet.k45.NODE_1933501_length_89_cov_1.000000	Velvet.k45.NODE_1933501_length_89_cov_1.000000^FUT1_PEA
Velvet.k45.NODE_1934313_length_72_cov_1.000000	Velvet.k45.NODE_1934313_length_72_cov_1.000000^IF4A7_TOBAC
Velvet.k45.NODE_1935014_length_113_cov_1.061947	Velvet.k45.NODE_1935014_length_113_cov_1.061947^ACT1_PEA
Velvet.k45.NODE_1935480_length_95_cov_1.000000	Velvet.k45.NODE_1935480_length_95_cov_1.000000^UBC1_ARATH
Velvet.k45.NODE_1935899_length_98_cov_1.000000	Velvet.k45.NODE_1935899_length_98_cov_1.000000^SGRW_PEA
Velvet.k45.NODE_1936064_length_87_cov_1.229885	Velvet.k45.NODE_1936064_length_87_cov_1.229885^NUD23_ARATH
Velvet.k45.NODE_1936223_length_98_cov_1.000000	Velvet.k45.NODE_1936223_length_98_cov_1.000000^AMPD_ORYSJ
Velvet.k45.NODE_1936471_length_71_cov_1.084507	Velvet.k45.NODE_1936471_length_71_cov_1.084507^SAHH_MESCR
Velvet.k45.NODE_193791_length_57_cov_1.140351	Velvet.k45.NODE_193791_length_57_cov_1.140351^MPS1_ARATH
Velvet.k45.NODE_194792_length_125_cov_1.048000	Velvet.k45.NODE_194792_length_125_cov_1.048000^PS13B_ARATH
Velvet.k45.NODE_1962017_length_90_cov_1.000000	Velvet.k45.NODE_1962017_length_90_cov_1.000000^CHI4_PHAVU
Velvet.k45.NODE_1977242_length_702_cov_4.967237	Velvet.k45.NODE_1977242_length_702_cov_4.967237^GSTF1_TOBAC^GST_N
Velvet.k45.NODE_1981655_length_92_cov_1.000000	Velvet.k45.NODE_1981655_length_92_cov_1.000000^FOLD1_ARATH
Velvet.k45.NODE_1983073_length_848_cov_18.376179	Velvet.k45.NODE_1983073_length_848_cov_18.376179^FAR1_ARATH^ZSWIM1-3_RNaseH-like
Velvet.k45.NODE_1983152_length_98_cov_1.000000	Velvet.k45.NODE_1983152_length_98_cov_1.000000^VPE_VICSA
Velvet.k45.NODE_1992605_length_105_cov_1.000000	Velvet.k45.NODE_1992605_length_105_cov_1.000000^ADH1_ORYSI
Velvet.k45.NODE_1994483_length_94_cov_1.244681	Velvet.k45.NODE_1994483_length_94_cov_1.244681^APF2_ARATH
Velvet.k45.NODE_1997564_length_102_cov_1.000000	Velvet.k45.NODE_1997564_length_102_cov_1.000000^TYDP1_ARATH
Velvet.k45.NODE_1998417_length_95_cov_1.000000	Velvet.k45.NODE_1998417_length_95_cov_1.000000^AGO10_ARATH
Velvet.k45.NODE_1999159_length_90_cov_1.000000	Velvet.k45.NODE_1999159_length_90_cov_1.000000^RS13_PEA
Velvet.k45.NODE_1999583_length_93_cov_1.010753	Velvet.k45.NODE_1999583_length_93_cov_1.010753^UBIQP_LINUS
Velvet.k45.NODE_2000189_length_102_cov_1.000000	Velvet.k45.NODE_2000189_length_102_cov_1.000000^UBC2_MEDSA
Velvet.k45.NODE_2000559_length_100_cov_1.000000	Velvet.k45.NODE_2000559_length_100_cov_1.000000^ADH1_PEA
Velvet.k45.NODE_2000818_length_103_cov_1.000000	Velvet.k45.NODE_2000818_length_103_cov_1.000000^NUD20_ARATH
Velvet.k45.NODE_20013_length_852_cov_7.890845	Velvet.k45.NODE_20013_length_852_cov_7.890845^M1250_ARATH
Velvet.k45.NODE_2001479_length_96_cov_1.000000	Velvet.k45.NODE_2001479_length_96_cov_1.000000^MT2_MALDO
Velvet.k45.NODE_2002196_length_101_cov_1.000000	Velvet.k45.NODE_2002196_length_101_cov_1.000000^VSR7_ARATH
Velvet.k45.NODE_200352_length_466_cov_20.982832	Velvet.k45.NODE_200352_length_466_cov_20.982832^BASS3_ARATH^SBF
Velvet.k45.NODE_2003719_length_96_cov_1.000000	Velvet.k45.NODE_2003719_length_96_cov_1.000000^DCYD1_ARATH
Velvet.k45.NODE_2004621_length_67_cov_1.000000	Velvet.k45.NODE_2004621_length_67_cov_1.000000^RBL10_ARATH
Velvet.k45.NODE_2006056_length_100_cov_1.000000	Velvet.k45.NODE_2006056_length_100_cov_1.000000^TCPH_ARATH
Velvet.k45.NODE_2006692_length_76_cov_1.078947	Velvet.k45.NODE_2006692_length_76_cov_1.078947^HS702_ARATH
Velvet.k45.NODE_2007025_length_97_cov_1.000000	Velvet.k45.NODE_2007025_length_97_cov_1.000000^IAA4_PEA
Velvet.k45.NODE_2008994_length_100_cov_1.000000	Velvet.k45.NODE_2008994_length_100_cov_1.000000^FLA4_ARATH
Velvet.k45.NODE_2010437_length_110_cov_1.009091	Velvet.k45.NODE_2010437_length_110_cov_1.009091^DNJH2_ALLPO
Velvet.k45.NODE_2010689_length_69_cov_1.000000	Velvet.k45.NODE_2010689_length_69_cov_1.000000^1A110_ARATH
Velvet.k45.NODE_2012434_length_99_cov_1.000000	Velvet.k45.NODE_2012434_length_99_cov_1.000000^SYVM2_ARATH
Velvet.k45.NODE_2012824_length_85_cov_1.000000	Velvet.k45.NODE_2012824_length_85_cov_1.000000^HMCS_ARATH
Velvet.k45.NODE_2014955_length_96_cov_1.010417	Velvet.k45.NODE_2014955_length_96_cov_1.010417^TCTP_MEDSA
Velvet.k45.NODE_2016000_length_94_cov_1.000000	Velvet.k45.NODE_2016000_length_94_cov_1.000000^PLDA1_MAIZE
Velvet.k45.NODE_2017114_length_96_cov_1.000000	Velvet.k45.NODE_2017114_length_96_cov_1.000000^Y1063_ARATH
Velvet.k45.NODE_2017946_length_105_cov_1.000000	Velvet.k45.NODE_2017946_length_105_cov_1.000000^GAT2_ARATH
Velvet.k45.NODE_2018530_length_94_cov_1.000000	Velvet.k45.NODE_2018530_length_94_cov_1.000000^DGP10_ARATH
Velvet.k45.NODE_2019510_length_101_cov_1.000000	Velvet.k45.NODE_2019510_length_101_cov_1.000000^ATP7_ARATH
Velvet.k45.NODE_2020107_length_93_cov_1.000000	Velvet.k45.NODE_2020107_length_93_cov_1.000000^WDR55_ARATH
Velvet.k45.NODE_2020264_length_184_cov_3.516304	Velvet.k45.NODE_2020264_length_184_cov_3.516304^AL121_ARATH
Velvet.k45.NODE_2020293_length_102_cov_1.000000	Velvet.k45.NODE_2020293_length_102_cov_1.000000^PMA11_ARATH
Velvet.k45.NODE_2021495_length_98_cov_1.000000	Velvet.k45.NODE_2021495_length_98_cov_1.000000^ALLB_STRCO
Velvet.k45.NODE_2022522_length_104_cov_1.000000	Velvet.k45.NODE_2022522_length_104_cov_1.000000^PMTL_ARATH
Velvet.k45.NODE_2022856_length_78_cov_1.089744	Velvet.k45.NODE_2022856_length_78_cov_1.089744^RL18A_ORYSJ
Velvet.k45.NODE_2024213_length_148_cov_1.006757	Velvet.k45.NODE_2024213_length_148_cov_1.006757^RL31_PANGI
Velvet.k45.NODE_2024257_length_99_cov_1.000000	Velvet.k45.NODE_2024257_length_99_cov_1.000000^GPN3_DICDI
Velvet.k45.NODE_202474_length_585_cov_8.841025	Velvet.k45.NODE_202474_length_585_cov_8.841025^TPX2_ARATH^TPX2_importin
Velvet.k45.NODE_2026053_length_84_cov_1.000000	Velvet.k45.NODE_2026053_length_84_cov_1.000000^NIPA4_ARATH
Velvet.k45.NODE_2026090_length_94_cov_1.000000	Velvet.k45.NODE_2026090_length_94_cov_1.000000^TCTP_MEDSA
Velvet.k45.NODE_2026477_length_101_cov_1.000000	Velvet.k45.NODE_2026477_length_101_cov_1.000000^Y4844_ARATH
Velvet.k45.NODE_2027224_length_104_cov_1.000000	Velvet.k45.NODE_2027224_length_104_cov_1.000000^ATHB8_ARATH
Velvet.k45.NODE_2027875_length_75_cov_1.000000	Velvet.k45.NODE_2027875_length_75_cov_1.000000^FTSH2_ORYSJ
Velvet.k45.NODE_2029669_length_72_cov_1.013889	Velvet.k45.NODE_2029669_length_72_cov_1.013889^ADH1_TRIRP
Velvet.k45.NODE_2029920_length_91_cov_1.021978	Velvet.k45.NODE_2029920_length_91_cov_1.021978^GRS11_ORYSJ
Velvet.k45.NODE_2030216_length_99_cov_1.000000	Velvet.k45.NODE_2030216_length_99_cov_1.000000^NOG1_ARATH
Velvet.k45.NODE_2030566_length_91_cov_1.000000	Velvet.k45.NODE_2030566_length_91_cov_1.000000^SSY3_SOLTU
Velvet.k45.NODE_2030574_length_149_cov_1.053691	Velvet.k45.NODE_2030574_length_149_cov_1.053691^NFXL2_ARATH
Velvet.k45.NODE_2034205_length_90_cov_1.000000	Velvet.k45.NODE_2034205_length_90_cov_1.000000^SC23D_ARATH
Velvet.k45.NODE_2035486_length_101_cov_1.099010	Velvet.k45.NODE_2035486_length_101_cov_1.099010^RGGA_ARATH
Velvet.k45.NODE_2036173_length_94_cov_1.000000	Velvet.k45.NODE_2036173_length_94_cov_1.000000^ENO_MESCR
Velvet.k45.NODE_203638_length_225_cov_92.057777	Velvet.k45.NODE_203638_length_225_cov_92.057777^ATPH_ACOAM
Velvet.k45.NODE_2036579_length_88_cov_1.079545	Velvet.k45.NODE_2036579_length_88_cov_1.079545^H33A_LILLO
Velvet.k45.NODE_2036836_length_93_cov_1.000000	Velvet.k45.NODE_2036836_length_93_cov_1.000000^DHE4_GIAIN
Velvet.k45.NODE_2036929_length_82_cov_1.000000	Velvet.k45.NODE_2036929_length_82_cov_1.000000^SCL1_ARATH
Velvet.k45.NODE_2036966_length_92_cov_1.000000	Velvet.k45.NODE_2036966_length_92_cov_1.000000^ARFA_ARATH
Velvet.k45.NODE_2037344_length_105_cov_1.000000	Velvet.k45.NODE_2037344_length_105_cov_1.000000^AB35G_ARATH
Velvet.k45.NODE_2038196_length_98_cov_1.000000	Velvet.k45.NODE_2038196_length_98_cov_1.000000^UBP1A_ARATH
Velvet.k45.NODE_2040498_length_96_cov_1.000000	Velvet.k45.NODE_2040498_length_96_cov_1.000000^SECA_SPIOL
Velvet.k45.NODE_2041338_length_89_cov_1.000000	Velvet.k45.NODE_2041338_length_89_cov_1.000000^LCS1_ROBPS
Velvet.k45.NODE_2041536_length_91_cov_1.000000	Velvet.k45.NODE_2041536_length_91_cov_1.000000^OST1A_ARATH
Velvet.k45.NODE_2041738_length_94_cov_1.000000	Velvet.k45.NODE_2041738_length_94_cov_1.000000^LAX5_MEDTR
Velvet.k45.NODE_2041823_length_80_cov_1.000000	Velvet.k45.NODE_2041823_length_80_cov_1.000000^TCTP_MEDSA
