SOAP.k25.C390845	SOAP.k25.C390845^WRK27_ARATH
TransABySS.k25.J371956	TransABySS.k25.J371956^GLR33_ARATH^Lig_chan
TransABySS.k25.J372035	TransABySS.k25.J372035^TPT_PEA^TPT
TransABySS.k25.J372114	TransABySS.k25.J372114^WLI2B_ARATH
TransABySS.k25.J372167	TransABySS.k25.J372167^PHR2_ARATH^DNA_photolyase
TransABySS.k25.J372376	TransABySS.k25.J372376^ROC1_SPIOL^RRM_1
TransABySS.k25.J372420	TransABySS.k25.J372420^PAP10_ARATH^PAP_fibrillin
TransABySS.k25.J372713	TransABySS.k25.J372713^FQRL1_ARATH
TransABySS.k25.J372751	TransABySS.k25.J372751^VPS2C_ARATH^Snf7
TransABySS.k25.J373040	TransABySS.k25.J373040^PSE1_ARATH^LRAT
TransABySS.k25.J373119	TransABySS.k25.J373119^Y4331_ARATH
TransABySS.k25.J373126	TransABySS.k25.J373126^MTHD_ARATH^MaoC_dehydratas
TransABySS.k25.J373268	TransABySS.k25.J373268^RR3_PHAVU^RK16_PHAVU^Ribosomal_L16^Ribosomal_S3_C
TransABySS.k25.J373281	TransABySS.k25.J373281^AIPP2_ARATH
TransABySS.k25.J373296	TransABySS.k25.J373296^VRN1_ARATH^B3
TransABySS.k25.J373326	TransABySS.k25.J373326^MENG_ARATH^Ubie_methyltran
TransABySS.k25.J373331	TransABySS.k25.J373331^AB15G_ARATH^ABC_tran
TransABySS.k25.J373678	TransABySS.k25.J373678^SET
TransABySS.k25.J373942	TransABySS.k25.J373942^NU2M_BETVU
TransABySS.k25.J373987	TransABySS.k25.J373987^RK29_ARATH^Ribosomal_L29
TransABySS.k25.J374140	TransABySS.k25.J374140^RR2_PHAVU^RPOC2_PHAVU^RNA_pol_Rpb1_5^Ribosomal_S2
TransABySS.k25.J374154	TransABySS.k25.J374154^KLCR1_ARATH^TPR_10
TransABySS.k25.J374202	TransABySS.k25.J374202^SR45A_ARATH^RRM_1
TransABySS.k25.J374269	TransABySS.k25.J374269^STC_RICCO^Sugar_tr
TransABySS.k25.J374425	TransABySS.k25.J374425^GCR2_ARATH^LANC_like
TransABySS.k25.J374429	TransABySS.k25.J374429^GSXL4_ARATH^FMO-like
TransABySS.k25.J374527	TransABySS.k25.J374527^RL23A_FRIAG^Ribosomal_L23eN
TransABySS.k25.J374682	TransABySS.k25.J374682^NUMOD3
TransABySS.k25.J374737	TransABySS.k25.J374737^SRC28_ARATH^RRM_1
TransABySS.k25.J374889	TransABySS.k25.J374889^MCU2_ARATH^MCU
TransABySS.k25.J374913	TransABySS.k25.J374913^Y1015_ARATH
TransABySS.k25.J375192	TransABySS.k25.J375192^GRPE_PROM1^GrpE
TransABySS.k25.J375200	TransABySS.k25.J375200^YAW6_SCHPO^Rit1_C
TransABySS.k25.J375554	TransABySS.k25.J375554^DAT31_SOYBN
TransABySS.k25.J376115	TransABySS.k25.J376115^RHA4A_ARATH^zf-rbx1
TransABySS.k25.J376296	TransABySS.k25.J376296^APC10_ARATH^ANAPC10
TransABySS.k25.J376312	TransABySS.k25.J376312^PYL7_ARATH
TransABySS.k25.J376567	TransABySS.k25.J376567^WAT1_ARATH^EamA
TransABySS.k25.J376656	TransABySS.k25.J376656^RBP1_ARATH^RRM_1
TransABySS.k25.J376933	TransABySS.k25.J376933^MTAD_SYNWW^DADD_METS3^Amidohydro_1
TransABySS.k25.J377039	TransABySS.k25.J377039^DNJB6_CHICK^DnaJ
TransABySS.k25.J377059	TransABySS.k25.J377059^HD16N_ORYSJ
TransABySS.k25.J377102	TransABySS.k25.J377102^ZFP4_ARATH^zf-C2H2_6
TransABySS.k25.J377104	TransABySS.k25.J377104^PDI54_ARATH^ERGIC_N
TransABySS.k25.J377136	TransABySS.k25.J377136^Rubis-subs-bind
TransABySS.k25.J377286	TransABySS.k25.J377286^NusB
TransABySS.k25.J377411	TransABySS.k25.J377411^FBL10_ARATH^LRR_6
TransABySS.k25.J377463	TransABySS.k25.J377463^Y5720_ARATH^LRRNT_2
TransABySS.k25.J377471	TransABySS.k25.J377471^UAF30_SCHPO^DEK_C
TransABySS.k25.R356883	TransABySS.k25.R356883^CN165_HUMAN
TransABySS.k25.R356892	TransABySS.k25.R356892^YL54F_YEAST
TransABySS.k25.R357026	TransABySS.k25.R357026^SNX1_ARATH^PX
TransABySS.k25.R357032	TransABySS.k25.R357032^RVT_3
TransABySS.k25.R357035	TransABySS.k25.R357035^CRIPT_MOUSE
TransABySS.k25.R357036	TransABySS.k25.R357036^VATA_VIGRR^ATP-synt_ab_N
TransABySS.k25.R357189	TransABySS.k25.R357189^NFYB3_ARATH^CBFD_NFYB_HMF
TransABySS.k25.R357208	TransABySS.k25.R357208^Y5487_ARATH^Malectin_like
TransABySS.k25.R357232	TransABySS.k25.R357232^MPK10_ORYSJ^Pkinase
TransABySS.k25.R357337	TransABySS.k25.R357337^VATL_VIGRR^ATP-synt_C
TransABySS.k25.R357338	TransABySS.k25.R357338^RS6_ASPOF^Ribosomal_S6e
TransABySS.k25.R357375	TransABySS.k25.R357375^DNJ49_ARATH^DnaJ
TransABySS.k25.R357396	TransABySS.k25.R357396^NHX2_ARATH^Na_H_Exchanger
TransABySS.k25.R357442	TransABySS.k25.R357442^R10A_ORYSI^Ribosomal_L1
TransABySS.k25.R357454	TransABySS.k25.R357454^UBC2_ARATH^UQ_con
TransABySS.k25.R357458	TransABySS.k25.R357458^GLYI4_ARATH^Glyoxalase
TransABySS.k25.R357468	TransABySS.k25.R357468^POLR2_ARATH^RVT_2^gag_pre-integrs
TransABySS.k25.R357495	TransABySS.k25.R357495^RL18A_CASSA^Ribosomal_L18A
TransABySS.k25.R357515	TransABySS.k25.R357515^RS14_LUPLU^Ribosomal_S11
TransABySS.k25.R357531	TransABySS.k25.R357531^RHO1_PEA^Ras
TransABySS.k25.R357569	TransABySS.k25.R357569^WRKY2_ARATH^WRKY
TransABySS.k25.R357574	TransABySS.k25.R357574^LORF2_HUMAN
TransABySS.k25.R357601	TransABySS.k25.R357601^DTX40_ARATH^MatE
TransABySS.k25.R357650	TransABySS.k25.R357650^DUF789
TransABySS.k25.R357654	TransABySS.k25.R357654^REMO_SOLTU^Remorin_N
TransABySS.k25.R357672	TransABySS.k25.R357672^BLH1_ARATH^POX
TransABySS.k25.R357681	TransABySS.k25.R357681^RS272_ARATH^Ribosomal_S27e
TransABySS.k25.R357691	TransABySS.k25.R357691^RS154_ARATH^Ribosomal_S19
TransABySS.k25.R357698	TransABySS.k25.R357698^BOR1_ARATH^HCO3_cotransp
TransABySS.k25.R357706	TransABySS.k25.R357706^VILI2_ARATH^Gelsolin
TransABySS.k25.R357726	TransABySS.k25.R357726^LRR_1
TransABySS.k25.R357728	TransABySS.k25.R357728^Endosulfine
TransABySS.k25.R357747	TransABySS.k25.R357747^APSR1_ARATH^DUF630
TransABySS.k25.R357761	TransABySS.k25.R357761^UAP1_ARATH^UDPGP
TransABySS.k25.R357789	TransABySS.k25.R357789^LORF2_HUMAN
TransABySS.k25.R357814	TransABySS.k25.R357814^AAPC_CENCI^Aldose_epim^SAP30_Sin3_bdg
TransABySS.k25.R357828	TransABySS.k25.R357828^ALIS3_ARATH^CDC50
TransABySS.k25.R357839	TransABySS.k25.R357839^GSTXC_TOBAC^GST_N
TransABySS.k25.R357866	TransABySS.k25.R357866^KINB2_ARATH^AMPK1_CBM
TransABySS.k25.R357871	TransABySS.k25.R357871^RAH1B_ARATH^Arf
TransABySS.k25.R357877	TransABySS.k25.R357877^ADF2_PETHY^Cofilin_ADF
TransABySS.k25.R357878	TransABySS.k25.R357878^NIA2_PHAVU^Oxidored_molyb
TransABySS.k25.R357879	TransABySS.k25.R357879^UGT2_GARJA^UDPGT
TransABySS.k25.R357894	TransABySS.k25.R357894^BXL7_ARATH^Glyco_hydro_3
TransABySS.k25.R357907	TransABySS.k25.R357907^H41_WHEAT^TAF
TransABySS.k25.R357913	TransABySS.k25.R357913^GUX1_ARATH^Glyco_transf_8
TransABySS.k25.R357932	TransABySS.k25.R357932^RL5_CUCSA^Ribosomal_L5e
TransABySS.k25.R357949	TransABySS.k25.R357949^TGT3B_ARATH^cobW
TransABySS.k25.R357957	TransABySS.k25.R357957^IQD23_ARATH^IQ
TransABySS.k25.R357968	TransABySS.k25.R357968^GLNA3_PHAVU^Gln-synt_C
TransABySS.k25.R357990	TransABySS.k25.R357990^YI31B_YEAST^RT_RNaseH_2
TransABySS.k25.R358006	TransABySS.k25.R358006^PUMP1_ARATH^Mito_carr
TransABySS.k25.R358007	TransABySS.k25.R358007^RL83_ARATH^Ribosomal_L2
TransABySS.k25.R358038	TransABySS.k25.R358038^BRX11_ARATH^Brix
TransABySS.k25.R358056	TransABySS.k25.R358056^Rxt3
TransABySS.k25.R358075	TransABySS.k25.R358075^RS101_ARATH^S10_plectin
TransABySS.k25.R358098	TransABySS.k25.R358098^PSA5_SOYBN^Proteasome_A_N
TransABySS.k25.R358108	TransABySS.k25.R358108^PLST4_ARATH^Sugar_tr
TransABySS.k25.R358114	TransABySS.k25.R358114^BALDH_ANTMA^Aldedh
TransABySS.k25.R358121	TransABySS.k25.R358121^IAA9_ARATH^IAA8_ARATH^AUX_IAA
TransABySS.k25.R358149	TransABySS.k25.R358149^ARI7_ARATH^ARI1_UBAl
TransABySS.k25.R358152	TransABySS.k25.R358152^ERD22_CAEEL^ER_lumen_recept
TransABySS.k25.R358184	TransABySS.k25.R358184^RAC2A_ARATH^Arf
TransABySS.k25.R358196	TransABySS.k25.R358196^CB23_SOYBN^Chloroa_b-bind
TransABySS.k25.R358199	TransABySS.k25.R358199^VSR6_ARATH^PA
TransABySS.k25.R358210	TransABySS.k25.R358210^GUN24_ARATH^Glyco_hydro_9
TransABySS.k25.R358230	TransABySS.k25.R358230^P2B10_ARATH^F-box-like
TransABySS.k25.R358231	TransABySS.k25.R358231^FTIP3_ARATH^C2
TransABySS.k25.R358239	TransABySS.k25.R358239^TRXM_PEA^Thioredoxin
TransABySS.k25.R358276	TransABySS.k25.R358276^TMN12_ARATH^EMP70
TransABySS.k25.R358281	TransABySS.k25.R358281^TBL39_ARATH^PMR5N
TransABySS.k25.R358283	TransABySS.k25.R358283^LPR2_ARATH^Cu-oxidase_3
TransABySS.k25.R358321	TransABySS.k25.R358321^ARR6_ARATH^Response_reg
TransABySS.k25.R358324	TransABySS.k25.R358324^HACDA_ORYSJ^PTPLA
TransABySS.k25.R358353	TransABySS.k25.R358353^P2A15_ARATH^F-box
TransABySS.k25.R358357	TransABySS.k25.R358357^SBTS_LOTJA^Inhibitor_I9
TransABySS.k25.R358360	TransABySS.k25.R358360^SDL5A_SOYBN^Dynamin_N
TransABySS.k25.R358363	TransABySS.k25.R358363^BCH2_CAPAN^FA_hydroxylase
TransABySS.k25.R358368	TransABySS.k25.R358368^EF1D_BETVU^EF1_GNE
TransABySS.k25.R358379	TransABySS.k25.R358379^RL10_VITRI^SCMC1_HUMAN^Mito_carr^Ribosomal_L16
TransABySS.k25.R358383	TransABySS.k25.R358383^DF1_ARATH^Myb_DNA-bind_4
TransABySS.k25.R358388	TransABySS.k25.R358388^ADF5_ARATH^Cofilin_ADF
TransABySS.k25.R358403	TransABySS.k25.R358403^SEM11_ARATH
TransABySS.k25.R358425	TransABySS.k25.R358425^CGF2_ARATH^DsbD_2
TransABySS.k25.R358439	TransABySS.k25.R358439^TRP5_ARATH
TransABySS.k25.R358459	TransABySS.k25.R358459^VTC4_ARATH^Inositol_P
TransABySS.k25.R358507	TransABySS.k25.R358507^HMA7_ARATH^HMA
TransABySS.k25.R358510	TransABySS.k25.R358510^SODF_SOYBN^Sod_Fe_N
TransABySS.k25.R358513	TransABySS.k25.R358513^IX15L_ARATH^IRX15_IRX15L_GXM
TransABySS.k25.R358520	TransABySS.k25.R358520^UEV1A_ARATH^UQ_con
TransABySS.k25.R358543	TransABySS.k25.R358543^PLATZ
TransABySS.k25.R358551	TransABySS.k25.R358551^SEOB_ARATH^SEO_N
TransABySS.k25.R358557	TransABySS.k25.R358557^SAR1A_ARATH^Arf
TransABySS.k25.R358558	TransABySS.k25.R358558^LEA_2
TransABySS.k25.R358561	TransABySS.k25.R358561^LHW_ARATH^bHLH-MYC_N
TransABySS.k25.R358577	TransABySS.k25.R358577^NU1M_OENBE^NADHdh
TransABySS.k25.R358586	TransABySS.k25.R358586^NDL1_ARATH^Ndr
TransABySS.k25.R358589	TransABySS.k25.R358589^ERD15_SOYBN
TransABySS.k25.R358620	TransABySS.k25.R358620^TSN1_ARATH^SNase
TransABySS.k25.R358626	TransABySS.k25.R358626^RAE1A_ARATH^Arf
TransABySS.k25.R358630	TransABySS.k25.R358630^BRG3_ARATH^zf-C3HC4_3
TransABySS.k25.R358647	TransABySS.k25.R358647^SYF1_MOUSE^PPR
TransABySS.k25.R358654	TransABySS.k25.R358654^IQD2_ARATH^IQ
TransABySS.k25.R358663	TransABySS.k25.R358663^NC2B_ARATH^YBA9_SCHPO^CBFD_NFYB_HMF^ORMDL
TransABySS.k25.R358669	TransABySS.k25.R358669^TOL3_ARATH^VHS
TransABySS.k25.R358684	TransABySS.k25.R358684^GLR36_ARATH^Peripla_BP_6
TransABySS.k25.R358704	TransABySS.k25.R358704^RLF1_ARATH^RALF_TOBAC^RALF
TransABySS.k25.R358707	TransABySS.k25.R358707^ANX2_ARATH^PK_Tyr_Ser-Thr
TransABySS.k25.R358715	TransABySS.k25.R358715^LONP2_ARATH^LON_substr_bdg
TransABySS.k25.R358731	TransABySS.k25.R358731^CAP10_ARATH^ANTH
TransABySS.k25.R358736	TransABySS.k25.R358736^RNP1_ARATH^RRM_1
TransABySS.k25.R358747	TransABySS.k25.R358747^DFRA_MALDO^KR
TransABySS.k25.R358753	TransABySS.k25.R358753^DUF1068
TransABySS.k25.R358754	TransABySS.k25.R358754^STY13_ARATH^PK_Tyr_Ser-Thr
TransABySS.k25.R358762	TransABySS.k25.R358762^TBL38_ARATH^PMR5N
TransABySS.k25.R358773	TransABySS.k25.R358773^AhpC-TSA
TransABySS.k25.R358792	TransABySS.k25.R358792^CREG1_HUMAN^FYVE^Pyrid_oxidase_2
TransABySS.k25.R358800	TransABySS.k25.R358800^PI5K9_ARATH^MORN
TransABySS.k25.R358848	TransABySS.k25.R358848^PXN_ARATH^Mito_carr
TransABySS.k25.R358863	TransABySS.k25.R358863^Peptidase_C48
TransABySS.k25.R358899	TransABySS.k25.R358899^RL11_MEDSA^Ribosomal_L5
TransABySS.k25.R358915	TransABySS.k25.R358915^NHX6_ARATH^Na_H_Exchanger
TransABySS.k25.R358924	TransABySS.k25.R358924^PATL5_ARATH^CRAL_TRIO_N
TransABySS.k25.R358937	TransABySS.k25.R358937^PTBP3_ARATH^RRM_5
TransABySS.k25.R358967	TransABySS.k25.R358967^NSTU1_ARATH^TPT
TransABySS.k25.R358972	TransABySS.k25.R358972^SMXL4_ARATH^Clp_N
TransABySS.k25.R358984	TransABySS.k25.R358984^TPR1_ORYSJ^zf_topless
TransABySS.k25.R358985	TransABySS.k25.R358985^IQD21_ARATH^IQ
TransABySS.k25.R359005	TransABySS.k25.R359005^DAPB2_ARATH^DapB_N
TransABySS.k25.R359042	TransABySS.k25.R359042^SFH13_ARATH^CRAL_TRIO_N
TransABySS.k25.R359064	TransABySS.k25.R359064^TIC32_PEA^adh_short
TransABySS.k25.R359066	TransABySS.k25.R359066^UBC35_ARATH^UQ_con
TransABySS.k25.R359067	TransABySS.k25.R359067^CDPKW_ARATH^Pkinase
TransABySS.k25.R359076	TransABySS.k25.R359076^PPSP2_ARATH^Put_Phosphatase
TransABySS.k25.R359096	TransABySS.k25.R359096^NCPR_VIGRR^Flavodoxin_1
TransABySS.k25.R359097	TransABySS.k25.R359097^RS17_SOLLC^Ribosomal_S17e
TransABySS.k25.R359099	TransABySS.k25.R359099^PSMDA_ORYSJ^VWA_2
TransABySS.k25.R359100	TransABySS.k25.R359100^RABC1_ARATH^Arf
TransABySS.k25.R359110	TransABySS.k25.R359110^SUD1_ARATH^RINGv
TransABySS.k25.R359113	TransABySS.k25.R359113^Glyco_hydro_127
TransABySS.k25.R359116	TransABySS.k25.R359116^BRXL4_ARATH^BRX_N
TransABySS.k25.R359119	TransABySS.k25.R359119^TFA2_Winged_2
TransABySS.k25.R359135	TransABySS.k25.R359135^DTX46_ARATH^MatE
TransABySS.k25.R359146	TransABySS.k25.R359146^Y2296_ARATH^Pkinase
TransABySS.k25.R359152	TransABySS.k25.R359152^GPT1_ARATH^TPT
TransABySS.k25.R359194	TransABySS.k25.R359194^DPNPH_ARATH^Inositol_P
TransABySS.k25.R359195	TransABySS.k25.R359195^AB14G_ARATH^CESA9_ARATH^ABC_tran^Cellulose_synt
TransABySS.k25.R359196	TransABySS.k25.R359196^BPA1_ARATH^RRM_1
TransABySS.k25.R359243	TransABySS.k25.R359243^NSUN2_CHICK^Methyltr_RsmB-F
TransABySS.k25.R359244	TransABySS.k25.R359244^LOG3_ARATH^LDcluster4
TransABySS.k25.R359245	TransABySS.k25.R359245^EDR1_ARATH^PAS_8
TransABySS.k25.R359258	TransABySS.k25.R359258^PMTK_ARATH^Methyltransf_29
TransABySS.k25.R359268	TransABySS.k25.R359268^MACP1_ARATH^MACPF
TransABySS.k25.R359274	TransABySS.k25.R359274^PPA18_ARATH^Pur_ac_phosph_N
TransABySS.k25.R359291	TransABySS.k25.R359291^RAC2_LOTJA^Ras
TransABySS.k25.R359324	TransABySS.k25.R359324^WRK32_ARATH^WRKY
TransABySS.k25.R359350	TransABySS.k25.R359350^NPGR2_ARATH^TPR_8
TransABySS.k25.R359361	TransABySS.k25.R359361^AVPX_ARATH^H_PPase
TransABySS.k25.R359386	TransABySS.k25.R359386^TLC1_ARATH^TLC
TransABySS.k25.R359387	TransABySS.k25.R359387^SKP1A_ARATH^Skp1_POZ
TransABySS.k25.R359414	TransABySS.k25.R359414^UGE1_PEA^RmlD_sub_bind
TransABySS.k25.R359428	TransABySS.k25.R359428^EF100_ARATH^AP2
TransABySS.k25.R359438	TransABySS.k25.R359438^CRAL_TRIO
TransABySS.k25.R359444	TransABySS.k25.R359444^APY7_ARATH^GDA1_CD39
TransABySS.k25.R359460	TransABySS.k25.R359460^P2C05_ARATH^PP2C
TransABySS.k25.R359505	TransABySS.k25.R359505^DCE_SOLLC^Pyridoxal_deC
TransABySS.k25.R359506	TransABySS.k25.R359506^Ank_2
TransABySS.k25.R359518	TransABySS.k25.R359518^P2C60_ARATH^PP2C
TransABySS.k25.R359536	TransABySS.k25.R359536^C81E8_MEDTR^p450
TransABySS.k25.R359557	TransABySS.k25.R359557^GNAT8_ARATH^Acetyltransf_10
TransABySS.k25.R359561	TransABySS.k25.R359561^Abhydrolase_1
TransABySS.k25.R359576	TransABySS.k25.R359576^FATB_ARATH^Acyl-thio_N
TransABySS.k25.R359587	TransABySS.k25.R359587^IF2AH_ARATH^S1
TransABySS.k25.R359596	TransABySS.k25.R359596^RINGv
TransABySS.k25.R359610	TransABySS.k25.R359610^EIX2_SOLLC^LRR_1
TransABySS.k25.R359668	TransABySS.k25.R359668^CONA3_LUPAN^Cupin_1
TransABySS.k25.R359711	TransABySS.k25.R359711^Y5241_ARATH^Malectin_like
TransABySS.k25.R359712	TransABySS.k25.R359712^Nodulin-like
TransABySS.k25.R359776	TransABySS.k25.R359776^PSDE_ARATH^JAB
TransABySS.k25.R359779	TransABySS.k25.R359779^Y1680_ARATH^LRRNT_2
TransABySS.k25.R359793	TransABySS.k25.R359793^TBA_PRUDU^Tubulin
TransABySS.k25.R359798	TransABySS.k25.R359798^SKP2A_ARATH^F-box-like
TransABySS.k25.R359800	TransABySS.k25.R359800^GLO1_ARATH^FMN_dh
TransABySS.k25.R359821	TransABySS.k25.R359821^MPK7_ARATH^Pkinase
TransABySS.k25.R359828	TransABySS.k25.R359828^P21_SOYBN^Thaumatin
TransABySS.k25.R359834	TransABySS.k25.R359834^RS41_ARATH^RS4NT
TransABySS.k25.R359894	TransABySS.k25.R359894^CB5_ARATH^Chloroa_b-bind
TransABySS.k25.R359902	TransABySS.k25.R359902^IF62_ARATH^eIF-6
TransABySS.k25.R359903	TransABySS.k25.R359903^EVN_ARATH^SEP
TransABySS.k25.R359932	TransABySS.k25.R359932^CCL11_ARATH^Cyclin_N
TransABySS.k25.R359944	TransABySS.k25.R359944^APF1_ARATH^TAXi_N
TransABySS.k25.R359967	TransABySS.k25.R359967^BLH2_ARATH^POX
TransABySS.k25.R359975	TransABySS.k25.R359975^UBC4_SOLLC^UQ_con
TransABySS.k25.R359977	TransABySS.k25.R359977^GLTP1_ARATH^GLTP
TransABySS.k25.R359978	TransABySS.k25.R359978^HDA19_ARATH^Hist_deacetyl
TransABySS.k25.R360002	TransABySS.k25.R360002^PPR
TransABySS.k25.R360006	TransABySS.k25.R360006^HPSE3_ARATH^Glyco_hydro_79n
TransABySS.k25.R360013	TransABySS.k25.R360013^PPDEX_ARATH^Peptidase_C97
TransABySS.k25.R360021	TransABySS.k25.R360021^AIRP2_ARATH^zf-C3HC4_3
TransABySS.k25.R360031	TransABySS.k25.R360031^DYRK2_DICDI^Pkinase
TransABySS.k25.R360050	TransABySS.k25.R360050^SAPK2_ORYSJ^Pkinase
TransABySS.k25.R360055	TransABySS.k25.R360055^PLDD1_ARATH^C2
TransABySS.k25.R360076	TransABySS.k25.R360076^BIP5_TOBAC^BIP2_ARATH^HSP70
TransABySS.k25.R360081	TransABySS.k25.R360081^PDDEXK_6
TransABySS.k25.R360088	TransABySS.k25.R360088^CML30_ARATH^SPARC_Ca_bdg
TransABySS.k25.R360091	TransABySS.k25.R360091^REL2_ORYSJ^DUF630
TransABySS.k25.R360097	TransABySS.k25.R360097^PME53_ARATH^Pectinesterase
TransABySS.k25.R360108	TransABySS.k25.R360108^PUB17_ARATH^U-box
TransABySS.k25.R360121	TransABySS.k25.R360121^TBL33_ARATH^PMR5N
TransABySS.k25.R360128	TransABySS.k25.R360128^NT-C2
TransABySS.k25.R360155	TransABySS.k25.R360155^RAC3_ORYSJ^Ras
TransABySS.k25.R360163	TransABySS.k25.R360163^ALN_ARATH^Amidohydro_1
TransABySS.k25.R360170	TransABySS.k25.R360170^ADO1_ARATH
TransABySS.k25.R360186	TransABySS.k25.R360186^MYBC1_ARATH^Myb_DNA-binding
TransABySS.k25.R360192	TransABySS.k25.R360192^HAT14_ARATH^Homeodomain
TransABySS.k25.R360227	TransABySS.k25.R360227^AB11B_ARATH^ABC_membrane
TransABySS.k25.R360230	TransABySS.k25.R360230^WNK4_ARATH^Pkinase
TransABySS.k25.R360239	TransABySS.k25.R360239^PNO1_NEMVE
TransABySS.k25.R360248	TransABySS.k25.R360248^RHN1_NICPL^Arf
TransABySS.k25.R360323	TransABySS.k25.R360323^1433A_SOYBN^14-3-3
TransABySS.k25.R360334	TransABySS.k25.R360334^RDM16_ARATH^PRP3
TransABySS.k25.R360345	TransABySS.k25.R360345^WRK20_ARATH^WRKY
TransABySS.k25.R360349	TransABySS.k25.R360349^INO1_NICPA^NAD_binding_5
TransABySS.k25.R360354	TransABySS.k25.R360354^RSGA1_ARATH^RsgA_GTPase
TransABySS.k25.R360357	TransABySS.k25.R360357^COV1_ARATH^DUF502
TransABySS.k25.R360368	TransABySS.k25.R360368^MAN6_ARATH^Cellulase
TransABySS.k25.R360371	TransABySS.k25.R360371^AKRP_ARATH^Ank_2
TransABySS.k25.R360386	TransABySS.k25.R360386^FTSHB_ARATH^AAA
TransABySS.k25.R360388	TransABySS.k25.R360388^SRG1_ARATH^DIOX_N
TransABySS.k25.R360437	TransABySS.k25.R360437^Y2452_ARATH^CNNM
TransABySS.k25.R360450	TransABySS.k25.R360450^PP399_ARATH^PPR
TransABySS.k25.R360460	TransABySS.k25.R360460^VRN3_BRADI^PBP
TransABySS.k25.R360467	TransABySS.k25.R360467^EXOS7_HUMAN^RNase_PH
TransABySS.k25.R360482	TransABySS.k25.R360482^PHO1_ARATH^SPX
TransABySS.k25.R360484	TransABySS.k25.R360484^SINA3_ARATH^Sina_RING
TransABySS.k25.R360517	TransABySS.k25.R360517^FTSI4_ARATH^CSPLN_ARALL^AAA^CASP_dom
TransABySS.k25.R360531	TransABySS.k25.R360531^DUF1997
TransABySS.k25.R360549	TransABySS.k25.R360549^COI1_ARATH^F-box_5
TransABySS.k25.R360559	TransABySS.k25.R360559^AVP_VIGRR^H_PPase
TransABySS.k25.R360568	TransABySS.k25.R360568^SWI3C_ARATH^SWIRM
TransABySS.k25.R360579	TransABySS.k25.R360579^UMPS_ARATH^Pribosyltran
TransABySS.k25.R360589	TransABySS.k25.R360589^RMLCD_ARATH^RmlD_sub_bind
TransABySS.k25.R360613	TransABySS.k25.R360613^UBP3_ARATH^UCH
TransABySS.k25.R360627	TransABySS.k25.R360627^BRCT
TransABySS.k25.R360657	TransABySS.k25.R360657^Pet100
TransABySS.k25.R360662	TransABySS.k25.R360662^CIP7_ARATH
TransABySS.k25.R360697	TransABySS.k25.R360697^Y3293_ARATH
TransABySS.k25.R360702	TransABySS.k25.R360702^ATL67_ARATH^zf-RING_2
TransABySS.k25.R360706	TransABySS.k25.R360706^SQE1_PANGI^FAD_binding_3
TransABySS.k25.R360727	TransABySS.k25.R360727^GTE10_ARATH^Bromodomain
TransABySS.k25.R360747	TransABySS.k25.R360747^RZF1_ARATH^zinc_ribbon_9
TransABySS.k25.R360776	TransABySS.k25.R360776^RS3A_CICAR^Ribosomal_S3Ae
TransABySS.k25.R360781	TransABySS.k25.R360781^HAT5_ARATH^Homeodomain
TransABySS.k25.R360820	TransABySS.k25.R360820^TOM3_ARATH^THH1_TOM1-3_dom
TransABySS.k25.R360845	TransABySS.k25.R360845^BAG4_ARATH^Ubiquitin_2
TransABySS.k25.R360852	TransABySS.k25.R360852^OEP39_ARATH^Omp85
TransABySS.k25.R360873	TransABySS.k25.R360873^DIV_ANTMA^Myb_DNA-binding
TransABySS.k25.R360891	TransABySS.k25.R360891^SRF7_ARATH^LRRNT_2
TransABySS.k25.R360922	TransABySS.k25.R360922^Transpos_assoc
TransABySS.k25.R360967	TransABySS.k25.R360967^NIPA9_ARATH
TransABySS.k25.R360972	TransABySS.k25.R360972^CNOT3_MOUSE^Not3
TransABySS.k25.R361002	TransABySS.k25.R361002^TT9_ARATH^FPL
TransABySS.k25.R361058	TransABySS.k25.R361058^PITH1_DICDI^PITH
TransABySS.k25.R361094	TransABySS.k25.R361094^DUF868
TransABySS.k25.R361136	TransABySS.k25.R361136^CB4A_SOLLC^Chloroa_b-bind
TransABySS.k25.R361179	TransABySS.k25.R361179^Glyco_transf_17
TransABySS.k25.R361193	TransABySS.k25.R361193^RS101_ARATH^S10_plectin
TransABySS.k25.R361211	TransABySS.k25.R361211^RS24_ARATH^Ribosomal_S5
TransABySS.k25.R361212	TransABySS.k25.R361212^Glyco_hydro_43
TransABySS.k25.R361238	TransABySS.k25.R361238^BH089_ORYSJ^HLH
TransABySS.k25.R361241	TransABySS.k25.R361241^INT1_ARATH^Sugar_tr
TransABySS.k25.R361248	TransABySS.k25.R361248^SERC_ARATH^Hydrolase
TransABySS.k25.R361262	TransABySS.k25.R361262^GATA8_ARATH^GATA
TransABySS.k25.R361290	TransABySS.k25.R361290^NADA_ARATH^SufE
TransABySS.k25.R361309	TransABySS.k25.R361309^LRR1_ARATH^LRRNT_2
TransABySS.k25.R361353	TransABySS.k25.R361353^RLP57_ARATH^LRR_1
TransABySS.k25.R361354	TransABySS.k25.R361354^PPD5_ARATH^PsbP_C
TransABySS.k25.R361400	TransABySS.k25.R361400^ERG1_ORYSI^C2
TransABySS.k25.R361437	TransABySS.k25.R361437^OBGC2_ORYSJ^GTP1_OBG
TransABySS.k25.R361449	TransABySS.k25.R361449^PUM7_ARATH^PUF
